Airline_0,Airline_1,Airline_2,Airline_3,Source_0,Source_1,Source_2,Destination_0,Destination_1,Destination_2,journey_day,journey_month,day_of_week,dep_hour,arrival_hour,duration_minutes,total_stops_num
0,0,1,1,0,0,1,0,0,1,1,3,4,7,21,860,1
0,0,1,1,0,0,1,0,0,1,1,3,4,7,18,685,1
0,0,1,1,0,0,1,0,0,1,1,3,4,7,20,800,1
0,0,1,1,0,0,1,0,0,1,1,3,4,7,15,495,1
1,0,0,1,1,0,0,1,0,0,1,3,4,7,9,135,0
0,0,0,1,0,0,1,0,0,1,1,3,4,7,10,175,0
0,0,1,1,1,0,1,1,1,0,1,3,4,7,8,85,0
0,0,0,1,0,0,1,0,0,1,1,3,4,7,12,290,1
0,1,1,0,0,0,1,0,0,1,1,3,4,7,10,175,0
0,0,0,1,1,0,0,1,0,0,1,3,4,7,10,140,0
0,0,1,1,0,0,1,0,0,1,1,3,4,8,7,1420,1
0,0,1,1,0,0,1,0,0,1,1,3,4,8,13,315,1
0,0,1,1,0,0,1,0,0,1,1,3,4,8,8,1455,1
0,0,1,1,0,0,1,0,0,1,1,3,4,8,18,625,1
0,0,1,1,0,0,1,0,0,1,1,3,4,8,5,1265,1
0,0,1,1,0,0,1,0,0,1,1,3,4,8,15,435,1
0,0,1,1,0,0,1,0,0,1,1,3,4,8,20,740,1
0,0,1,1,0,0,1,0,0,1,1,3,4,8,16,490,1
0,1,0,0,1,0,0,1,0,0,1,3,4,8,10,135,0
0,0,0,1,0,0,1,0,0,1,1,3,4,8,11,180,0
0,0,1,0,0,0,1,0,0,1,1,3,4,8,23,2345,2
0,0,1,0,0,0,1,0,0,1,1,3,4,8,9,1475,2
0,0,1,0,0,0,1,0,0,1,1,3,4,8,11,1580,2
0,0,1,0,0,0,1,0,0,1,1,3,4,8,23,2315,2
0,0,1,0,0,0,1,0,0,1,1,3,4,8,23,905,2
0,0,1,0,0,0,1,0,0,1,1,3,4,8,10,1545,2
0,0,1,0,0,0,1,0,0,1,1,3,4,8,23,875,2
0,0,1,1,0,0,1,0,0,1,1,3,4,8,15,380,1
0,0,1,1,0,0,1,0,0,1,1,3,4,8,21,745,1
0,0,1,1,0,0,1,0,0,1,1,3,4,8,16,435,1
0,0,1,1,0,0,1,0,0,1,1,3,4,8,0,950,1
0,0,1,1,0,0,1,0,0,1,1,3,4,8,5,1210,1
0,0,1,1,0,0,1,0,0,1,1,3,4,8,18,570,1
0,1,0,0,0,1,0,0,1,0,1,3,4,9,11,150,0
0,0,0,1,1,0,1,1,1,0,1,3,4,9,10,90,0
0,1,0,0,1,0,0,1,0,0,1,3,4,9,12,155,0
0,0,1,0,0,0,1,0,0,1,1,3,4,9,12,1595,1
0,0,1,0,0,0,1,0,0,1,1,3,4,9,23,855,1
0,1,0,0,0,0,1,0,0,1,1,3,4,9,12,175,0
0,0,0,1,0,1,0,0,1,0,1,3,4,9,12,165,0
0,0,1,0,0,1,1,0,1,1,1,3,4,9,8,1350,1
1,0,1,0,0,0,1,0,0,1,1,3,4,9,14,280,1
0,0,0,1,0,0,1,0,0,1,1,3,4,10,13,175,0
1,0,0,0,0,1,0,0,1,0,1,3,4,10,12,155,0
0,0,1,1,1,0,1,1,1,0,1,3,4,10,11,90,0
0,1,0,0,0,0,1,0,0,1,1,3,4,10,18,475,1
0,0,1,0,0,0,1,0,0,1,1,3,4,10,21,655,2
0,0,1,0,0,0,1,0,0,1,1,3,4,10,11,1490,1
0,0,1,0,0,0,1,0,0,1,1,3,4,10,22,745,1
0,0,1,0,0,0,1,0,0,1,1,3,4,10,17,435,2
0,0,1,0,0,0,1,0,0,1,1,3,4,11,22,700,1
0,0,1,0,0,0,1,0,0,1,1,3,4,11,19,525,1
0,0,1,0,0,0,1,0,0,1,1,3,4,11,9,1330,1
0,0,1,0,0,0,1,0,0,1,1,3,4,11,22,665,2
0,1,1,1,0,0,1,0,0,1,1,3,4,11,14,160,0
0,0,0,1,1,0,0,1,0,0,1,3,4,11,14,145,0
0,0,1,1,0,0,1,0,0,1,1,3,4,11,11,1425,1
0,0,1,0,1,0,0,1,0,0,1,3,4,11,13,135,0
0,0,1,1,0,0,1,0,0,1,1,3,4,11,7,1200,1
0,0,1,1,0,0,1,0,0,1,1,3,4,11,9,1280,1
0,1,1,0,0,0,1,0,0,1,1,3,4,11,14,175,0
0,0,1,1,0,0,1,0,0,1,1,3,4,11,18,405,1
0,0,1,1,0,0,1,0,0,1,1,3,4,11,5,1045,1
0,0,1,1,0,0,1,0,0,1,1,3,4,11,0,785,1
0,0,1,1,0,0,1,0,0,1,1,3,4,11,9,1310,1
0,0,1,1,0,0,1,0,0,1,1,3,4,11,10,1365,1
0,0,1,1,0,0,1,0,0,1,1,3,4,11,21,580,1
0,0,1,0,0,0,1,0,0,1,1,3,4,11,13,1510,1
0,0,1,0,0,0,1,0,0,1,1,3,4,11,23,725,1
0,0,1,0,0,0,1,0,0,1,1,3,4,11,8,1265,1
0,0,0,1,1,0,1,1,1,0,1,3,4,12,13,85,0
0,0,0,1,0,0,1,0,0,1,1,3,4,12,17,295,1
0,1,0,1,0,1,1,0,1,1,1,3,4,12,19,385,1
0,0,0,1,0,0,1,0,0,1,1,3,4,13,15,170,0
0,0,1,0,0,0,1,0,0,1,1,3,4,13,16,170,0
0,0,0,1,1,0,0,1,0,0,1,3,4,13,15,135,0
0,0,0,1,0,0,1,0,0,1,1,3,4,13,18,295,1
0,0,1,0,0,0,1,0,0,1,1,3,4,13,18,1730,1
0,0,1,0,1,0,1,1,1,0,1,3,4,13,15,90,0
0,0,1,1,0,0,1,0,0,1,1,3,4,14,0,640,1
0,0,1,1,0,0,1,0,0,1,1,3,4,14,20,375,1
0,0,1,1,0,0,1,0,0,1,1,3,4,14,21,435,1
0,0,1,1,0,0,1,0,0,1,1,3,4,14,9,1135,1
0,0,1,1,0,0,1,0,0,1,1,3,4,14,8,1090,1
0,0,1,1,0,0,1,0,0,1,1,3,4,14,10,1220,1
0,0,1,1,0,0,1,0,0,1,1,3,4,14,11,1280,1
0,0,1,1,0,0,1,0,0,1,1,3,4,14,7,1055,1
0,0,1,1,0,0,1,0,0,1,1,3,4,14,19,305,1
0,0,1,1,0,0,1,0,0,1,1,3,4,14,9,1165,1
0,0,1,0,0,1,0,0,1,0,1,3,4,14,16,150,0
0,0,0,1,0,1,0,0,1,0,1,3,4,14,16,155,0
0,1,0,1,0,1,1,0,1,1,1,3,4,14,22,465,1
0,0,0,1,1,0,0,1,0,0,1,3,4,14,17,145,0
0,0,1,0,1,0,1,1,1,0,1,3,4,15,16,85,0
0,0,0,1,0,1,0,0,1,0,1,3,4,15,17,155,0
0,0,0,1,0,1,0,0,1,0,1,3,4,15,17,155,0
0,1,0,0,0,0,1,0,0,1,1,3,4,15,23,485,1
0,1,1,0,0,0,1,0,0,1,1,3,4,15,20,270,1
0,0,0,1,0,0,1,0,0,1,1,3,4,16,20,260,1
0,0,0,1,0,0,1,0,0,1,1,3,4,16,21,285,1
0,0,0,1,0,0,1,0,0,1,1,3,4,16,21,295,1
0,0,0,1,0,0,1,0,0,1,1,3,4,16,19,170,0
0,0,1,1,0,0,1,0,0,1,1,3,4,16,7,885,1
0,0,1,1,0,0,1,0,0,1,1,3,4,16,10,1050,1
0,0,0,1,1,0,1,1,1,0,1,3,4,16,18,90,0
0,0,1,1,0,0,1,0,0,1,1,3,4,16,8,920,1
0,0,1,1,0,0,1,0,0,1,1,3,4,16,0,470,1
0,0,1,1,0,0,1,0,0,1,1,3,4,16,9,965,1
0,0,1,1,0,0,1,0,0,1,1,3,4,16,23,365,1
0,0,1,0,0,0,1,0,0,1,1,3,4,17,19,165,0
0,0,1,0,0,0,1,0,0,1,1,3,4,17,22,1795,2
0,0,1,0,0,0,1,0,0,1,1,3,4,17,23,370,1
0,0,1,0,0,0,1,0,0,1,1,3,4,17,12,1155,1
0,0,1,0,0,0,1,0,0,1,1,3,4,17,8,950,1
0,1,0,0,0,1,0,0,1,0,1,3,4,17,19,150,0
0,0,0,1,0,1,0,0,1,0,1,3,4,17,19,160,0
0,1,0,0,1,0,0,1,0,0,1,3,4,17,20,140,0
0,0,0,1,0,0,1,0,0,1,1,3,4,18,21,175,0
0,0,1,1,0,0,1,0,0,1,1,3,4,18,9,890,1
0,0,1,1,0,0,1,0,0,1,1,3,4,18,0,365,1
0,0,1,1,0,0,1,0,0,1,1,3,4,18,9,860,1
0,0,0,1,0,0,1,0,0,1,1,3,4,18,21,170,0
0,1,0,1,0,1,1,0,1,1,1,3,4,19,1,395,1
0,0,1,0,1,0,1,1,1,0,1,3,4,19,20,75,0
0,0,0,1,0,0,1,0,0,1,1,3,4,19,0,300,1
1,0,0,0,0,1,0,0,1,0,1,3,4,19,22,150,0
0,1,1,1,0,0,1,0,0,1,1,3,4,19,22,160,0
0,0,1,1,0,0,1,0,0,1,1,3,4,19,22,160,0
0,0,0,1,0,0,1,0,0,1,1,3,4,20,22,175,0
0,0,0,1,0,1,0,0,1,0,1,3,4,20,23,160,0
0,0,1,1,0,0,1,0,0,1,1,3,4,20,11,890,1
0,1,1,0,0,0,1,0,0,1,1,3,4,20,23,175,0
0,1,1,1,0,0,1,0,0,1,1,3,4,21,0,175,0
0,0,1,0,0,0,1,0,0,1,1,3,4,21,23,165,0
0,0,0,1,0,0,1,0,0,1,1,3,4,21,0,175,0
0,0,0,1,1,0,1,1,1,0,1,3,4,21,22,85,0
0,0,0,1,0,1,0,0,1,0,1,3,4,21,0,160,0
0,0,1,0,0,0,1,0,0,1,1,3,4,22,13,920,1
0,0,1,0,0,0,1,0,0,1,1,3,4,22,23,1520,1
0,0,0,1,0,1,0,0,1,0,1,3,4,22,0,165,0
0,0,0,1,0,0,1,0,0,1,1,3,4,22,1,170,0
0,1,0,0,0,1,0,0,1,0,1,3,4,22,0,140,0
0,1,0,0,1,0,1,1,1,0,1,3,4,22,0,85,0
0,0,1,1,0,0,1,0,0,1,1,3,4,22,7,530,1
0,0,1,1,0,0,1,0,0,1,1,3,4,22,19,1220,1
0,0,1,1,0,0,1,0,0,1,1,3,4,22,11,755,1
0,0,1,1,0,0,1,0,0,1,1,3,4,22,21,1350,1
0,0,1,1,0,0,1,0,0,1,1,3,4,22,23,1450,1
0,0,1,1,0,0,1,0,0,1,1,3,4,22,20,1290,1
0,0,1,1,0,0,1,0,0,1,1,3,4,22,0,1555,1
0,0,1,1,0,0,1,0,0,1,1,3,4,22,9,640,1
0,0,1,1,0,0,1,0,0,1,1,3,4,22,10,695,1
0,0,1,1,0,0,1,0,0,1,1,3,4,22,5,375,1
0,0,1,0,0,1,1,0,1,1,1,3,4,23,19,1215,1
1,0,0,0,0,0,1,0,0,1,1,3,4,23,2,165,0
0,0,0,1,0,0,1,0,0,1,1,3,4,23,2,170,0
0,0,1,0,0,0,1,0,0,1,3,3,6,0,8,495,1
0,0,1,0,0,0,1,0,0,1,3,3,6,0,23,1405,1
0,0,0,1,0,0,1,0,0,1,3,3,6,0,3,165,0
0,0,0,1,0,0,1,0,0,1,3,3,6,0,3,165,0
0,0,0,1,0,0,1,0,0,1,3,3,6,1,4,165,0
0,0,0,1,0,0,1,0,0,1,3,3,6,1,4,165,0
0,0,0,1,0,1,1,0,1,1,3,3,6,2,7,345,1
0,0,0,1,0,1,1,0,1,1,3,3,6,2,7,320,1
0,1,0,1,0,1,1,0,1,1,3,3,6,2,13,665,1
0,0,1,1,0,1,1,0,1,1,3,3,6,2,4,1570,1
0,1,0,1,0,1,1,0,1,1,3,3,6,2,11,555,1
0,1,0,1,0,1,1,0,1,1,3,3,6,2,15,795,1
0,0,1,1,0,1,1,0,1,1,3,3,6,2,18,995,1
0,0,0,1,1,0,1,1,1,0,3,3,6,2,4,90,0
0,0,0,1,0,1,1,0,1,1,3,3,6,2,8,355,1
0,0,1,1,1,0,1,1,1,0,3,3,6,2,4,90,0
0,0,1,1,1,0,1,1,1,0,3,3,6,2,4,90,0
0,1,0,1,0,1,1,0,1,1,3,3,6,4,18,890,1
0,0,0,1,0,0,1,0,0,1,3,3,6,4,6,170,0
0,1,0,1,0,1,1,0,1,1,3,3,6,4,11,450,1
0,0,1,0,0,1,1,0,1,1,3,3,6,4,7,1660,1
0,1,0,1,0,1,1,0,1,1,3,3,6,4,15,690,1
0,1,0,1,0,1,1,0,1,1,3,3,6,4,13,560,1
0,0,0,1,0,1,1,0,1,1,3,3,6,4,13,515,1
0,0,0,1,0,1,1,0,1,1,3,3,6,4,15,645,1
0,0,0,1,0,1,1,0,1,1,3,3,6,4,11,405,1
0,0,0,1,0,1,1,0,1,1,3,3,6,4,21,985,2
0,0,0,1,0,1,1,0,1,1,3,3,6,4,16,675,1
0,0,0,1,0,1,1,0,1,1,3,3,6,4,12,425,1
0,0,1,0,0,1,1,0,1,1,3,3,6,5,19,2295,2
0,0,0,1,0,1,1,0,1,1,3,3,6,5,10,300,1
0,0,1,0,0,1,1,0,1,1,3,3,6,5,8,170,0
0,0,0,1,1,0,0,1,0,0,3,3,6,5,7,140,0
0,0,1,0,0,1,1,0,1,1,3,3,6,5,6,1535,1
0,0,1,1,0,1,1,0,1,1,3,3,6,5,4,1380,2
0,0,1,1,0,1,1,0,1,1,3,3,6,5,18,805,2
0,0,1,1,0,1,1,0,1,1,3,3,6,5,4,2820,2
0,0,1,1,0,1,1,0,1,1,3,3,6,5,18,2245,2
0,0,0,1,0,0,1,0,0,1,3,3,6,5,10,285,1
0,0,1,1,0,1,1,0,1,1,3,3,6,5,18,2245,2
0,0,0,1,0,1,0,0,1,0,3,3,6,5,8,170,0
0,0,0,1,0,1,1,0,1,1,3,3,6,5,8,195,0
0,0,0,1,0,1,1,0,1,1,3,3,6,5,10,275,1
0,0,1,1,0,1,1,0,1,1,3,3,6,5,18,2230,2
0,0,1,1,0,1,1,0,1,1,3,3,6,5,4,1365,2
0,1,1,0,0,1,1,0,1,1,3,3,6,5,13,455,1
0,0,1,1,0,0,1,0,0,1,3,3,6,5,5,1400,1
0,1,0,0,0,0,1,0,0,1,3,3,6,5,8,170,0
0,0,1,0,0,0,1,0,0,1,3,3,6,5,22,2420,2
0,0,1,0,0,0,1,0,0,1,3,3,6,5,12,425,1
1,0,0,0,0,0,1,0,0,1,3,3,6,5,8,170,0
1,0,0,0,0,0,1,0,0,1,3,3,6,5,8,170,0
0,0,1,0,0,1,1,0,1,1,3,3,6,5,7,1545,2
0,0,1,0,0,1,1,0,1,1,3,3,6,5,19,2240,2
0,0,1,0,0,1,1,0,1,1,3,3,6,5,7,1545,2
0,1,1,1,0,1,1,0,1,1,3,3,6,6,9,190,0
0,0,0,1,0,0,1,0,0,1,3,3,6,6,8,165,0
0,0,1,0,0,1,1,0,1,1,3,3,6,6,9,1640,1
0,0,1,0,0,0,1,0,0,1,3,3,6,6,8,165,0
0,0,1,0,0,1,1,0,1,1,3,3,6,6,23,1010,1
0,0,1,0,0,0,1,0,0,1,3,3,6,6,8,165,0
0,1,0,0,0,1,1,0,1,1,3,3,6,6,11,310,1
0,0,1,0,0,1,1,0,1,1,3,3,6,6,8,1565,1
0,0,0,1,1,0,1,1,1,0,3,3,6,6,7,85,0
0,0,1,0,1,0,1,1,1,0,3,3,6,6,7,80,0
0,0,0,1,0,1,1,0,1,1,3,3,6,6,22,940,1
0,1,1,1,0,0,1,0,0,1,3,3,6,6,10,1665,1
0,0,0,1,0,1,1,0,1,1,3,3,6,6,16,570,1
0,0,0,1,0,1,1,0,1,1,3,3,6,6,15,530,1
0,0,0,1,0,1,1,0,1,1,3,3,6,6,13,400,1
0,1,1,1,0,0,1,0,0,1,3,3,6,6,12,355,1
0,1,0,1,0,1,1,0,1,1,3,3,6,6,18,730,1
0,0,0,1,0,1,1,0,1,1,3,3,6,6,12,320,1
0,0,1,0,0,0,1,0,0,1,3,3,6,6,23,1030,2
0,0,1,0,0,0,1,0,0,1,3,3,6,6,10,1670,2
0,0,1,0,0,0,1,0,0,1,3,3,6,6,11,1705,2
0,0,1,0,0,0,1,0,0,1,3,3,6,6,13,385,1
0,1,0,0,0,1,0,0,1,0,3,3,6,6,9,160,0
0,1,0,1,0,1,1,0,1,1,3,3,6,7,15,510,1
0,1,1,1,0,0,1,0,0,1,3,3,6,7,9,160,0
0,1,0,1,0,1,1,0,1,1,3,3,6,7,21,840,1
0,1,1,0,0,1,1,0,1,1,3,3,6,7,12,350,1
0,1,0,1,0,1,1,0,1,1,3,3,6,7,13,380,1
0,0,1,1,0,1,1,0,1,1,3,3,6,7,18,705,1
0,1,0,1,0,1,1,0,1,1,3,3,6,7,21,835,1
0,1,0,1,0,1,1,0,1,1,3,3,6,7,15,505,1
0,1,0,1,0,1,1,0,1,1,3,3,6,7,22,915,1
0,0,1,0,0,1,1,0,1,1,3,3,6,7,19,2170,2
0,1,0,1,0,1,1,0,1,1,3,3,6,7,16,545,1
0,0,1,0,0,1,1,0,1,1,3,3,6,7,9,1580,2
0,0,1,0,0,1,1,0,1,1,3,3,6,7,19,2170,2
0,1,0,1,0,1,1,0,1,1,3,3,6,7,13,375,1
0,1,0,1,0,1,1,0,1,1,3,3,6,7,21,855,2
0,1,1,1,1,0,0,1,0,0,3,3,6,7,9,135,0
0,1,0,1,0,1,1,0,1,1,3,3,6,7,22,910,1
0,0,1,1,1,0,1,1,1,0,3,3,6,7,8,85,0
0,0,0,1,0,0,1,0,0,1,3,3,6,7,10,175,0
0,0,0,1,0,0,1,0,0,1,3,3,6,7,10,175,0
0,1,0,1,0,1,1,0,1,1,3,3,6,7,21,850,2
0,1,0,1,0,1,1,0,1,1,3,3,6,7,16,540,1
0,0,0,1,0,1,1,0,1,1,3,3,6,7,12,310,1
0,0,0,1,0,1,1,0,1,1,3,3,6,7,21,810,1
0,1,0,1,0,1,1,0,1,1,3,3,6,7,18,680,1
0,0,0,1,0,0,1,0,0,1,3,3,6,7,12,290,1
0,1,1,0,0,1,1,0,1,1,3,3,6,7,13,350,1
0,0,0,1,0,1,1,0,1,1,3,3,6,7,15,480,1
0,0,1,0,0,0,1,0,0,1,3,3,6,7,10,1640,2
0,0,0,1,0,1,1,0,1,1,3,3,6,7,13,350,1
0,0,0,1,0,1,1,0,1,1,3,3,6,7,12,265,1
0,0,0,1,0,1,1,0,1,1,3,3,6,7,21,825,2
0,0,0,1,0,1,1,0,1,1,3,3,6,7,22,885,1
0,1,1,0,0,0,1,0,0,1,3,3,6,7,10,175,0
0,0,0,1,1,0,0,1,0,0,3,3,6,7,10,140,0
0,1,0,1,0,1,1,0,1,1,3,3,6,8,18,650,1
0,1,0,1,0,1,1,0,1,1,3,3,6,8,21,780,1
0,0,1,1,0,0,1,0,0,1,3,3,6,8,7,1420,1
0,0,1,1,0,0,1,0,0,1,3,3,6,8,5,1265,1
0,0,1,1,0,1,1,0,1,1,3,3,6,8,4,1225,1
0,1,0,1,0,1,1,0,1,1,3,3,6,8,15,450,1
0,0,1,1,0,1,1,0,1,1,3,3,6,8,18,650,1
0,0,1,0,0,1,1,0,1,1,3,3,6,8,19,675,1
0,1,0,1,0,1,1,0,1,1,3,3,6,8,15,450,1
0,0,1,0,0,0,1,0,0,1,3,3,6,8,8,1475,1
0,0,1,0,0,0,1,0,0,1,3,3,6,8,21,790,1
0,0,1,0,0,0,1,0,0,1,3,3,6,8,12,240,1
0,0,1,0,0,0,1,0,0,1,3,3,6,8,23,895,1
0,1,0,0,1,0,0,1,0,0,3,3,6,8,10,135,0
0,1,0,1,0,1,1,0,1,1,3,3,6,8,18,625,1
0,0,0,1,0,1,1,0,1,1,3,3,6,8,15,425,1
0,0,0,1,0,1,1,0,1,1,3,3,6,8,21,755,1
0,0,0,1,0,0,1,0,0,1,3,3,6,8,11,180,0
0,0,0,1,0,1,1,0,1,1,3,3,6,8,22,825,1
0,0,0,1,0,1,1,0,1,1,3,3,6,8,16,455,1
0,0,0,1,0,1,1,0,1,1,3,3,6,8,21,765,2
0,0,1,0,0,0,1,0,0,1,3,3,6,8,11,1580,2
0,0,1,0,0,0,1,0,0,1,3,3,6,8,10,1545,2
0,1,0,1,0,1,1,0,1,1,3,3,6,8,18,595,1
0,1,0,1,0,1,1,0,1,1,3,3,6,8,21,725,1
0,1,0,0,0,1,0,0,1,0,3,3,6,9,11,150,0
0,0,1,1,0,1,1,0,1,1,3,3,6,9,18,590,1
0,0,1,1,0,1,1,0,1,1,3,3,6,9,18,590,1
0,0,0,1,1,0,1,1,1,0,3,3,6,9,10,90,0
0,1,0,1,0,1,1,0,1,1,3,3,6,9,18,580,1
0,0,0,1,0,1,1,0,1,1,3,3,6,9,21,710,1
0,0,0,1,0,1,1,0,1,1,3,3,6,9,1,985,1
0,0,1,0,0,0,1,0,0,1,3,3,6,9,16,410,1
0,0,1,0,0,0,1,0,0,1,3,3,6,9,23,855,1
0,1,0,0,0,0,1,0,0,1,3,3,6,9,12,175,0
0,0,0,1,0,1,0,0,1,0,3,3,6,9,12,165,0
0,1,0,0,0,0,1,0,0,1,3,3,6,9,12,175,0
0,1,0,1,0,1,1,0,1,1,3,3,6,9,22,755,1
0,0,1,0,0,1,1,0,1,1,3,3,6,9,9,1420,1
0,0,1,0,0,1,1,0,1,1,3,3,6,9,9,1420,2
0,1,0,1,0,1,1,0,1,1,3,3,6,9,16,385,1
0,0,1,0,0,1,1,0,1,1,3,3,6,9,23,795,1
0,1,1,1,0,0,1,0,0,1,3,3,6,9,12,165,0
0,0,1,1,0,1,1,0,1,1,3,3,6,9,4,1110,1
0,0,1,1,0,1,1,0,1,1,3,3,6,9,18,535,1
0,0,0,1,0,1,1,0,1,1,3,3,6,9,15,315,1
0,1,0,1,0,1,1,0,1,1,3,3,6,10,1,935,1
0,0,1,0,0,0,1,0,0,1,3,3,6,10,12,165,0
0,1,0,1,0,1,1,0,1,1,3,3,6,10,21,660,1
0,0,1,0,0,0,1,0,0,1,3,3,6,10,12,165,0
0,0,0,1,0,0,1,0,0,1,3,3,6,10,13,175,0
0,0,0,1,0,1,0,0,1,0,3,3,6,10,12,165,0
0,1,0,1,0,1,1,0,1,1,3,3,6,10,21,640,1
0,1,0,0,0,0,1,0,0,1,3,3,6,10,18,475,1
0,1,0,1,0,1,1,0,1,1,3,3,6,10,1,915,1
0,0,1,0,0,0,1,0,0,1,3,3,6,10,22,745,1
0,0,1,0,0,0,1,0,0,1,3,3,6,10,11,1490,1
0,0,1,0,0,0,1,0,0,1,3,3,6,10,21,655,2
0,0,0,1,0,1,1,0,1,1,3,3,6,10,1,890,1
0,1,0,1,0,1,1,0,1,1,3,3,6,10,18,485,1
0,0,0,1,0,1,1,0,1,1,3,3,6,10,15,285,1
0,0,1,0,0,0,1,0,0,1,3,3,6,11,22,2105,2
0,0,1,0,0,0,1,0,0,1,3,3,6,11,22,2105,2
0,0,1,0,0,0,1,0,0,1,3,3,6,11,22,700,1
0,0,1,1,0,1,1,0,1,1,3,3,6,11,18,440,1
0,1,0,1,0,1,1,0,1,1,3,3,6,11,1,845,1
0,1,1,1,0,0,1,0,0,1,3,3,6,11,14,160,0
0,1,0,1,0,1,1,0,1,1,3,3,6,11,18,440,1
0,0,0,1,0,1,1,0,1,1,3,3,6,11,21,570,1
0,0,1,1,0,1,1,0,1,1,3,3,6,11,4,1015,1
0,0,0,1,1,0,0,1,0,0,3,3,6,11,14,145,0
0,1,0,1,0,1,1,0,1,1,3,3,6,11,21,565,3
0,0,1,1,0,0,1,0,0,1,3,3,6,11,0,785,1
0,1,1,0,0,0,1,0,0,1,3,3,6,11,14,175,0
0,0,1,0,1,0,0,1,0,0,3,3,6,11,13,135,0
0,0,0,1,0,1,1,0,1,1,3,3,6,11,22,625,1
0,0,0,1,0,1,1,0,1,1,3,3,6,11,21,565,2
0,0,1,0,0,0,1,0,0,1,3,3,6,12,10,1355,3
0,0,0,1,1,0,1,1,1,0,3,3,6,12,13,85,0
0,0,1,0,0,0,1,0,0,1,3,3,6,12,23,715,3
0,0,0,1,0,0,1,0,0,1,3,3,6,12,17,295,1
0,0,1,0,0,1,1,0,1,1,3,3,6,12,9,1255,1
0,1,0,1,0,1,1,0,1,1,3,3,6,12,1,765,1
0,0,1,0,0,1,1,0,1,1,3,3,6,12,19,1820,2
0,1,0,1,0,1,1,0,1,1,3,3,6,13,1,755,1
0,1,0,1,0,1,1,0,1,1,3,3,6,13,21,480,1
0,0,0,1,0,0,1,0,0,1,3,3,6,13,15,170,0
0,1,0,1,0,1,1,0,1,1,3,3,6,13,1,755,1
0,1,0,1,0,1,1,0,1,1,3,3,6,13,21,480,1
0,0,0,1,0,0,1,0,0,1,3,3,6,13,15,170,0
0,1,0,1,0,1,1,0,1,1,3,3,6,13,21,495,2
0,1,0,1,0,1,1,0,1,1,3,3,6,13,22,555,1
